Disease ID	Name	Mnemonic	Description
DI-04507	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4	CEMCOX4	An infantile disorder with a fatal course in the first weeks of life, characterized by hypertrophic cardiomyopathy, left ventricular non-compaction, lactic acidosis, metabolic hypotonia, and mitochondrial complex IV deficiency.
DI-01318	Cardiofaciocutaneous syndrome 1	CFC1	A multiple congenital anomaly disorder characterized by a distinctive facial appearance, heart defects and mental retardation. Heart defects include pulmonic stenosis, atrial septal defects and hypertrophic cardiomyopathy. Some affected individuals present with ectodermal abnormalities such as sparse, friable hair, hyperkeratotic skin lesions and a generalized ichthyosis-like condition. Typical facial features are similar to Noonan syndrome. They include high forehead with bitemporal constriction, hypoplastic supraorbital ridges, downslanting palpebral fissures, a depressed nasal bridge, and posteriorly angulated ears with prominent helices.
DI-03779	Cardiofaciocutaneous syndrome 2	CFC2	A form of cardiofaciocutaneous syndrome, a multiple congenital anomaly disorder characterized by a distinctive facial appearance, heart defects and mental retardation. Heart defects include pulmonic stenosis, atrial septal defects and hypertrophic cardiomyopathy. Some affected individuals present with ectodermal abnormalities such as sparse, friable hair, hyperkeratotic skin lesions and a generalized ichthyosis-like condition. Typical facial features are similar to Noonan syndrome. They include high forehead with bitemporal constriction, hypoplastic supraorbital ridges, downslanting palpebral fissures, a depressed nasal bridge, and posteriorly angulated ears with prominent helices. CFC2 patients often do not have the skin abnormalities, such as ichthyosis, hyperkeratosis, and hemangioma observed in CFC1.
DI-03780	Cardiofaciocutaneous syndrome 3	CFC3	A form of cardiofaciocutaneous syndrome, a multiple congenital anomaly disorder characterized by a distinctive facial appearance, heart defects and mental retardation. Heart defects include pulmonic stenosis, atrial septal defects and hypertrophic cardiomyopathy. Some affected individuals present with ectodermal abnormalities such as sparse, friable hair, hyperkeratotic skin lesions and a generalized ichthyosis-like condition. Typical facial features are similar to Noonan syndrome. They include high forehead with bitemporal constriction, hypoplastic supraorbital ridges, downslanting palpebral fissures, a depressed nasal bridge, and posteriorly angulated ears with prominent helices. Distinctive features of CFC3 include macrostomia and horizontal shape of palpebral fissures.
DI-03781	Cardiofaciocutaneous syndrome 4	CFC4	A form of cardiofaciocutaneous syndrome, a multiple congenital anomaly disorder characterized by a distinctive facial appearance, heart defects and mental retardation. Heart defects include pulmonic stenosis, atrial septal defects and hypertrophic cardiomyopathy. Some affected individuals present with ectodermal abnormalities such as sparse, friable hair, hyperkeratotic skin lesions and a generalized ichthyosis-like condition. Typical facial features are similar to Noonan syndrome. They include high forehead with bitemporal constriction, hypoplastic supraorbital ridges, downslanting palpebral fissures, a depressed nasal bridge, and posteriorly angulated ears with prominent helices.
DI-00210	Cardiomyopathy, dilated 1A	CMD1A	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-00211	Cardiomyopathy, dilated 1AA, with or without left ventricular non-compaction	CMD1AA	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-02483	Cardiomyopathy, dilated 1BB	CMD1BB	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-00212	Cardiomyopathy, dilated 1C, with or without left ventricular non-compaction	CMD1C	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. Cardiomyopathy dilated type 1C is associated with left ventricular non-compaction in some patients. Left ventricular non-compaction is characterized by numerous prominent trabeculations and deep intertrabecular recesses in hypertrophied and hypokinetic segments of the left ventricle.
DI-02530	Cardiomyopathy, dilated 1CC	CMD1CC	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-00213	Cardiomyopathy, dilated 1D	CMD1D	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-02568	Cardiomyopathy, dilated 1DD	CMD1DD	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-00214	Cardiomyopathy, dilated 1E	CMD1E	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-02682	Cardiomyopathy, dilated 1EE	CMD1EE	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-02681	Cardiomyopathy, dilated 1FF	CMD1FF	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-00215	Cardiomyopathy, dilated 1G	CMD1G	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-02945	Cardiomyopathy, dilated 1GG	CMD1GG	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-03042	Cardiomyopathy, dilated 1HH	CMD1HH	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-00216	Cardiomyopathy, dilated 1I	CMD1I	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
DI-03750	Cardiomyopathy, dilated 1II	CMD1II	A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death.
